timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-05-23T11:26:54,codecarbon,54f66af7-9bcf-4554-946c-1e6ea537c690,62.60032939910889,2.4073773537968347e-05,3.8456304893358975e-07,38.5,0.0,2.9538846015930176,0.0006694010677602555,0,5.132319363371635e-05,0.0007207242613939718,Norway,NOR,oslo county,,,Windows-10-10.0.19041-SP0,3.9.2,2.2.1,4,Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz,,,10.859,59.955,7.877025604248047,machine,N
